Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,LBH,LBA,LBD,WHH,WHA,WHD
20100814,Aston Villa,West Ham,3,0,H,1.83,4.33,3.4,1.91,4.33,3.25
20100814,Blackburn,Everton,1,0,H,2.8,2.5,3.3,2.88,2.5,3.2
20100814,Bolton,Fulham,0,0,D,2.25,3.2,3.3,2.15,3.5,3.2
20100814,Chelsea,West Brom,6,0,H,1.14,19.0,7.5,1.17,19.0,6.5
20100814,Sunderland,Birmingham,2,2,D,2.1,3.5,3.3,2.15,3.5,3.2
20100814,Tottenham,Man City,0,0,D,2.3,3.0,3.3,2.38,3.0,3.25
20100814,Wigan,Blackpool,0,4,A,1.8,4.5,3.5,1.75,5.0,3.4
20100814,Wolves,Stoke,2,1,H,2.25,3.2,3.3,2.3,3.2,3.2
20100815,Liverpool,Arsenal,1,1,D,2.4,2.88,3.3,2.5,2.88,3.2
20100816,Man United,Newcastle,3,0,H,1.25,12.0,5.5,1.22,13.0,6.0
20100821,Arsenal,Blackpool,6,0,H,1.17,15.0,7.0,1.17,17.0,7.0
20100821,Birmingham,Blackburn,2,1,H,2.2,3.3,3.3,2.3,3.1,3.2
20100821,Everton,Wolves,1,1,D,1.53,7.0,3.75,1.5,7.5,3.75
20100821,Stoke,Tottenham,1,2,A,3.6,2.1,3.25,3.3,2.25,3.2
20100821,West Brom,Sunderland,1,0,H,2.5,2.88,3.2,2.5,2.9,3.1
20100821,West Ham,Bolton,1,3,A,2.2,3.25,3.25,2.25,3.3,3.2
20100821,Wigan,Chelsea,0,6,A,12.0,1.25,5.5,12.0,1.25,5.5
20100822,Fulham,Man United,2,2,D,5.5,1.62,3.75,6.0,1.62,3.6
20100822,Newcastle,Aston Villa,6,0,H,2.88,2.38,3.4,3.1,2.4,3.1
20100823,Man City,Liverpool,3,0,H,2.38,3.0,3.25,2.4,3.1,3.1
20100828,Blackburn,Arsenal,1,2,A,6.0,1.57,3.75,6.0,1.57,3.8
20100828,Blackpool,Fulham,2,2,D,3.1,2.3,3.25,3.2,2.3,3.2
20100828,Chelsea,Stoke,2,0,H,1.11,23.0,8.0,1.1,21.0,9.5
20100828,Man United,West Ham,3,0,H,1.17,15.0,7.0,1.12,21.0,8.0
20100828,Tottenham,Wigan,0,1,A,1.22,13.0,6.0,1.25,12.0,5.5
20100828,Wolves,Newcastle,1,1,D,2.38,3.0,3.25,2.4,3.0,3.2
20100829,Aston Villa,Everton,1,0,H,2.38,3.0,3.25,2.5,2.88,3.2
20100829,Bolton,Birmingham,2,2,D,2.1,3.4,3.4,2.1,3.6,3.2
20100829,Liverpool,West Brom,1,0,H,1.22,13.0,6.0,1.2,15.0,6.0
20100829,Sunderland,Man City,1,0,H,4.0,1.91,3.4,4.2,1.83,3.5
20100911,Arsenal,Bolton,4,1,H,1.2,15.0,6.0,1.2,15.0,6.0
20100911,Everton,Man United,3,3,D,4.33,1.83,3.5,4.2,1.91,3.3
20100911,Fulham,Wolves,2,1,H,1.83,4.33,3.5,1.83,4.5,3.4
20100911,Man City,Blackburn,1,1,D,1.33,9.0,5.0,1.33,9.0,5.0
20100911,Newcastle,Blackpool,0,2,A,1.62,5.5,3.75,1.57,5.5,4.0
20100911,West Brom,Tottenham,1,1,D,3.5,2.1,3.3,3.5,2.05,3.4
20100911,West Ham,Chelsea,1,3,A,9.0,1.33,5.0,9.0,1.33,5.0
20100911,Wigan,Sunderland,1,1,D,2.5,2.8,3.3,2.5,2.8,3.25
20100912,Birmingham,Liverpool,0,0,D,3.3,2.2,3.3,3.3,2.2,3.25
20100913,Stoke,Aston Villa,2,1,H,2.5,2.8,3.3,2.5,2.8,3.25
20100918,Aston Villa,Bolton,1,1,D,1.8,5.0,3.25,1.8,4.5,3.5
20100918,Blackburn,Fulham,1,1,D,2.1,3.6,3.25,2.05,3.6,3.3
20100918,Everton,Newcastle,0,1,A,1.67,5.5,3.5,1.62,5.5,3.75
20100918,Stoke,West Ham,1,1,D,2.0,3.75,3.4,1.95,4.0,3.3
20100918,Sunderland,Arsenal,1,1,D,5.5,1.67,3.5,5.5,1.67,3.5
20100918,Tottenham,Wolves,3,1,H,1.44,8.0,4.0,1.44,8.5,4.2
20100918,West Brom,Birmingham,3,1,H,2.38,3.2,3.0,2.25,3.2,3.25
20100919,Chelsea,Blackpool,4,0,H,1.08,26.0,10.0,1.1,21.0,9.0
20100919,Man United,Liverpool,3,2,H,1.73,5.0,3.5,1.67,5.5,3.5
20100919,Wigan,Man City,0,2,A,5.0,1.73,3.5,4.8,1.73,3.6
20100925,Arsenal,West Brom,2,3,A,1.2,15.0,6.0,1.22,13.0,6.0
20100925,Birmingham,Wigan,0,0,D,1.8,4.5,3.5,1.83,4.5,3.4
20100925,Blackpool,Blackburn,1,2,A,3.1,2.3,3.25,3.0,2.38,3.2
20100925,Fulham,Everton,0,0,D,2.5,2.75,3.3,2.7,2.7,3.1
20100925,Liverpool,Sunderland,2,2,D,1.5,7.0,4.0,1.44,7.5,4.2
20100925,Man City,Chelsea,1,0,H,3.4,2.2,3.2,3.4,2.2,3.2
20100925,West Ham,Tottenham,1,0,H,3.5,2.1,3.3,3.4,2.1,3.4
20100926,Bolton,Man United,2,2,D,6.5,1.53,3.75,7.0,1.5,4.0
20100926,Newcastle,Stoke,1,2,A,1.91,4.0,3.4,1.95,4.0,3.4
20100926,Wolves,Aston Villa,1,2,A,2.8,2.5,3.3,2.8,2.6,3.1
20101002,Birmingham,Everton,0,2,A,2.62,2.62,3.3,2.7,2.7,3.1
20101002,Stoke,Blackburn,1,0,H,2.25,3.25,3.25,2.3,3.2,3.2
20101002,Sunderland,Man United,0,0,D,5.5,1.67,3.5,5.0,1.73,3.5
20101002,Tottenham,Aston Villa,2,1,H,2.0,4.0,3.2,1.95,3.8,3.4
20101002,West Brom,Bolton,1,1,D,2.25,3.25,3.25,2.2,3.4,3.2
20101002,West Ham,Fulham,1,1,D,2.25,3.25,3.25,2.38,3.0,3.2
20101002,Wigan,Wolves,2,0,H,2.25,3.25,3.25,2.25,3.3,3.2
20101003,Chelsea,Arsenal,2,0,H,1.73,5.0,3.5,1.73,4.5,3.75
20101003,Liverpool,Blackpool,1,2,A,1.3,11.0,5.0,1.3,11.0,5.0
20101003,Man City,Newcastle,2,1,H,1.4,8.0,4.5,1.4,8.0,4.5
20101016,Arsenal,Birmingham,2,1,H,1.3,11.0,5.0,1.33,10.0,4.75
20101016,Aston Villa,Chelsea,0,0,D,5.0,1.73,3.5,5.0,1.73,3.5
20101016,Bolton,Stoke,2,1,H,2.2,3.4,3.2,2.25,3.3,3.2
20101016,Fulham,Tottenham,1,2,A,2.88,2.5,3.2,2.88,2.5,3.2
20101016,Man United,West Brom,2,2,D,1.25,12.0,5.5,1.29,11.0,5.0
20101016,Newcastle,Wigan,2,2,D,1.8,4.5,3.5,1.83,4.5,3.4
20101016,Wolves,West Ham,1,1,D,2.25,3.25,3.25,2.25,3.2,3.25
20101017,Blackpool,Man City,2,3,A,6.0,1.62,3.6,5.5,1.62,3.75
20101017,Everton,Liverpool,2,0,H,2.38,3.0,3.25,2.4,3.0,3.2
20101018,Blackburn,Sunderland,0,0,D,2.1,3.5,3.3,2.15,3.4,3.25
20101023,Birmingham,Blackpool,2,0,H,1.83,4.33,3.5,1.91,4.0,3.4
20101023,Chelsea,Wolves,2,0,H,1.12,19.0,8.0,1.14,21.0,7.0
20101023,Sunderland,Aston Villa,1,0,H,2.4,2.9,3.3,2.4,3.1,3.1
20101023,Tottenham,Everton,1,1,D,2.0,3.75,3.4,2.05,3.8,3.2
20101023,West Brom,Fulham,2,1,H,2.1,3.6,3.25,2.2,3.4,3.2
20101023,West Ham,Newcastle,1,2,A,2.25,3.1,3.4,2.4,3.0,3.2
20101023,Wigan,Bolton,1,1,D,2.4,2.9,3.3,2.5,3.0,3.0
20101024,Liverpool,Blackburn,2,1,H,1.67,5.0,3.75,1.67,5.5,3.5
20101024,Man City,Arsenal,0,3,A,2.38,3.0,3.25,2.5,3.0,3.0
20101024,Stoke,Man United,1,2,A,5.0,1.67,3.75,5.0,1.73,3.5
20101030,Arsenal,West Ham,1,0,H,1.17,15.0,7.0,1.17,15.0,7.0
20101030,Blackburn,Chelsea,1,2,A,7.0,1.5,4.0,7.5,1.44,4.2
20101030,Everton,Stoke,1,0,H,1.57,6.0,3.75,1.57,7.0,3.5
20101030,Fulham,Wigan,2,0,H,1.83,4.33,3.5,1.83,4.5,3.4
20101030,Man United,Tottenham,2,0,H,1.62,5.5,3.75,1.62,5.5,3.75
20101030,Wolves,Man City,2,1,H,5.5,1.67,3.5,5.0,1.73,3.5
20101031,Aston Villa,Birmingham,0,0,D,1.83,4.5,3.4,1.83,4.33,3.5
20101031,Bolton,Liverpool,0,1,A,3.3,2.2,3.3,3.2,2.25,3.3
20101031,Newcastle,Sunderland,5,1,H,2.2,3.3,3.3,2.15,3.4,3.3
20101101,Blackpool,West Brom,2,1,H,2.8,2.5,3.3,2.75,2.5,3.3
20101106,Birmingham,West Ham,2,2,D,1.91,4.0,3.4,1.95,4.0,3.3
20101106,Blackburn,Wigan,2,1,H,1.83,4.5,3.4,1.83,4.5,3.4
20101106,Blackpool,Everton,2,2,D,4.5,1.8,3.5,4.5,1.83,3.4
20101106,Bolton,Tottenham,4,2,H,3.0,2.38,3.25,3.0,2.5,3.0
20101106,Fulham,Aston Villa,1,1,D,2.25,3.2,3.25,2.2,3.5,3.1
20101106,Man United,Wolves,2,1,H,1.2,13.0,6.5,1.25,15.0,5.0
20101106,Sunderland,Stoke,2,0,H,2.1,3.5,3.3,2.15,3.6,3.1
20101107,Arsenal,Newcastle,0,1,A,1.22,12.0,6.0,1.3,11.0,5.0
20101107,Liverpool,Chelsea,2,0,H,3.75,2.0,3.4,3.75,2.1,3.1
20101107,West Brom,Man City,0,2,A,3.5,2.1,3.3,3.5,2.15,3.2
20101109,Stoke,Birmingham,3,2,H,2.1,3.5,3.3,2.05,3.75,3.25
20101109,Tottenham,Sunderland,1,1,D,1.53,6.5,3.75,1.57,6.0,3.8
20101110,Aston Villa,Blackpool,3,2,H,1.57,6.0,3.75,1.62,5.5,3.75
20101110,Chelsea,Fulham,1,0,H,1.2,13.0,6.5,1.22,15.0,5.5
20101110,Everton,Bolton,1,1,D,1.67,5.5,3.5,1.62,5.5,3.75
20101110,Man City,Man United,0,0,D,2.62,2.62,3.3,2.7,2.7,3.1
20101110,Newcastle,Blackburn,1,2,A,2.0,3.75,3.4,1.95,4.0,3.3
20101110,West Ham,West Brom,2,2,D,2.38,3.0,3.25,2.38,2.9,3.3
20101110,Wigan,Liverpool,1,1,D,4.5,1.73,3.75,4.8,1.73,3.6
20101110,Wolves,Arsenal,0,2,A,6.0,1.57,3.75,6.0,1.57,3.75
20101113,Aston Villa,Man United,2,2,D,4.5,1.8,3.5,4.5,1.85,3.3
20101113,Man City,Birmingham,0,0,D,1.4,8.0,4.5,1.44,7.0,4.33
20101113,Newcastle,Fulham,0,0,D,1.91,4.0,3.4,1.91,4.2,3.3
20101113,Stoke,Liverpool,2,0,H,3.75,2.0,3.4,3.6,2.15,3.1
20101113,Tottenham,Blackburn,4,2,H,1.62,5.5,3.75,1.62,6.0,3.6
20101113,West Ham,Blackpool,0,0,D,1.91,3.8,3.6,1.91,4.0,3.4
20101113,Wigan,West Brom,1,0,H,2.4,2.88,3.3,2.6,2.7,3.25
20101113,Wolves,Bolton,2,3,A,2.4,2.9,3.3,2.4,3.0,3.2
20101114,Chelsea,Sunderland,0,3,A,1.2,13.0,6.5,1.22,15.0,5.5
20101114,Everton,Arsenal,1,2,A,3.25,2.25,3.25,3.3,2.25,3.2
20101120,Arsenal,Tottenham,2,3,A,1.67,5.0,3.75,1.62,5.0,4.0
20101120,Birmingham,Chelsea,1,0,H,5.5,1.62,3.75,4.4,1.8,3.6
20101120,Blackpool,Wolves,2,1,H,2.3,3.0,3.4,2.4,2.8,3.4
20101120,Bolton,Newcastle,5,1,H,2.1,3.5,3.3,2.1,3.25,3.5
20101120,Liverpool,West Ham,3,0,H,1.53,6.5,3.75,1.57,6.5,3.6
20101120,Man United,Wigan,2,0,H,1.22,13.0,6.0,1.22,15.0,5.5
20101120,West Brom,Stoke,0,3,A,2.2,3.3,3.3,2.05,3.6,3.3
20101121,Blackburn,Aston Villa,2,0,H,2.38,3.0,3.25,2.3,3.2,3.1
20101121,Fulham,Man City,1,4,A,2.88,2.4,3.25,3.0,2.38,3.25
20101122,Sunderland,Everton,2,2,D,2.4,2.88,3.25,2.62,2.8,3.1
20101127,Aston Villa,Arsenal,2,4,A,3.3,2.2,3.3,3.5,2.1,3.3
20101127,Bolton,Blackpool,2,2,D,1.62,5.5,3.75,1.62,6.0,3.6
20101127,Everton,West Brom,1,4,A,1.57,6.0,3.75,1.62,6.0,3.6
20101127,Fulham,Birmingham,1,1,D,2.1,3.5,3.3,2.1,3.8,3.1
20101127,Man United,Blackburn,7,1,H,1.29,10.0,5.5,1.3,11.0,5.0
20101127,Stoke,Man City,1,1,D,3.3,2.2,3.3,3.75,2.1,3.1
20101127,West Ham,Wigan,3,1,H,2.0,3.75,3.4,2.1,3.5,3.3
20101127,Wolves,Sunderland,3,2,H,2.62,2.62,3.3,2.5,2.9,3.1
20101128,Newcastle,Chelsea,1,1,D,5.5,1.62,3.75,5.0,1.8,3.3
20101128,Tottenham,Liverpool,2,1,H,2.1,3.5,3.3,2.0,4.0,3.2
20101204,Arsenal,Fulham,2,1,H,1.29,11.0,5.0,1.3,11.0,5.0
20101204,Birmingham,Tottenham,1,1,D,3.5,2.1,3.3,3.3,2.15,3.4
20101204,Blackburn,Wolves,3,0,H,1.8,4.5,3.5,1.8,4.33,3.6
20101204,Chelsea,Everton,1,1,D,1.36,7.5,5.0,1.4,9.0,4.2
20101204,Man City,Bolton,1,0,H,1.53,6.0,4.0,1.57,6.5,3.6
20101204,Wigan,Stoke,2,2,D,2.5,2.8,3.3,2.7,2.7,3.1
20101205,Sunderland,West Ham,1,0,H,1.91,4.0,3.4,1.83,4.33,3.5
20101205,West Brom,Newcastle,3,1,H,2.25,3.2,3.3,2.3,3.1,3.3
20101206,Liverpool,Aston Villa,3,0,H,1.62,5.5,3.75,1.62,6.0,3.6
20101211,Aston Villa,West Brom,2,1,H,2.0,3.75,3.4,2.05,3.5,3.4
20101211,Everton,Wigan,0,0,D,1.44,7.0,4.33,1.44,7.5,4.2
20101211,Fulham,Sunderland,0,0,D,2.25,3.25,3.25,2.2,3.4,3.2
20101211,Newcastle,Liverpool,3,1,H,3.75,2.0,3.4,3.5,2.1,3.25
20101211,Stoke,Blackpool,0,1,A,1.62,5.5,3.75,1.62,5.5,3.75
20101211,West Ham,Man City,1,3,A,4.33,1.83,3.5,4.33,1.83,3.5
20101212,Bolton,Blackburn,2,1,H,2.1,3.5,3.3,2.1,3.5,3.3
20101212,Tottenham,Chelsea,1,1,D,2.8,2.5,3.3,2.88,2.4,3.3
20101212,Wolves,Birmingham,1,0,H,2.38,3.0,3.25,2.4,3.0,3.2
20101213,Man United,Arsenal,1,0,H,2.0,3.75,3.4,2.0,3.75,3.4
20101218,Blackburn,West Ham,1,1,D,1.8,4.5,3.5,1.83,4.5,3.4
20101218,Sunderland,Bolton,1,0,H,2.2,3.3,3.3,2.2,3.4,3.2
20101220,Man City,Everton,1,2,A,1.73,5.0,3.5,1.75,4.8,3.5
20101226,Aston Villa,Tottenham,1,2,A,3.0,2.38,3.25,3.1,2.3,3.25
20101226,Blackburn,Stoke,0,2,A,2.2,3.4,3.2,2.3,3.1,3.2
20101226,Bolton,West Brom,2,0,H,2.0,3.75,3.4,2.1,3.5,3.3
20101226,Fulham,West Ham,1,3,A,2.0,3.75,3.4,1.95,4.2,3.2
20101226,Man United,Sunderland,2,0,H,1.25,12.0,5.5,1.29,11.0,5.0
20101226,Newcastle,Man City,1,3,A,3.4,2.1,3.4,3.1,2.3,3.2
20101226,Wolves,Wigan,1,2,A,2.1,3.5,3.3,2.15,3.6,3.1
20101227,Arsenal,Chelsea,3,1,H,2.5,2.8,3.3,2.6,2.8,3.1
20101228,Birmingham,Man United,1,1,D,6.5,1.53,3.75,6.5,1.53,3.8
20101228,Man City,Aston Villa,4,0,H,1.5,7.0,4.0,1.44,7.5,4.2
20101228,Stoke,Fulham,0,2,A,1.83,4.33,3.5,1.91,4.2,3.3
20101228,Sunderland,Blackpool,0,2,A,1.62,5.5,3.75,1.62,5.5,3.75
20101228,Tottenham,Newcastle,2,0,H,1.5,7.0,4.0,1.53,6.5,3.8
20101228,West Brom,Blackburn,1,3,A,1.91,4.0,3.4,1.91,4.2,3.3
20101228,West Ham,Everton,1,1,D,3.0,2.3,3.3,3.2,2.25,3.2
20101229,Chelsea,Bolton,1,0,H,1.3,10.0,5.0,1.29,11.0,5.0
20101229,Liverpool,Wolves,0,1,A,1.29,10.0,5.5,1.33,11.0,4.5
